title,year,rating,votes
Killer Joe,2011,6.7,87327
Kung Fu Panda 2,2011,7.3,350922
Larry Crowne,2011,6.1,76128
Le Havre,2011,7.2,25132
Like Crazy,2011,6.6,64408
Limitless,2011,7.4,640950
Losers' Club,2011,7.4,26730
Machine Gun Preacher,2011,6.7,70917
Margin Call,2011,7.1,159167
Mars Needs Moms,2011,5.4,25150
Martha Marcy May Marlene,2011,6.8,58223
Melancholia,2011,7.1,206347
Midnight in Paris,2011,7.6,468107
Mission: Impossible - Ghost Protocol,2011,7.4,561299
Moneyball,2011,7.6,501458
Monte Carlo,2011,5.8,51860
Mr. Popper's Penguins,2011,6,111765
My Week with Marilyn,2011,6.9,91243
New Year's Eve,2011,5.6,92536
No Strings Attached,2011,6.2,253737
Once Upon a Time in Anatolia,2011,7.8,53289
One Day,2011,7,178162
"Oslo, August 31st",2011,7.6,32915
Our Idiot Brother,2011,6.4,92247
Paranormal Activity 3,2011,5.8,103781
Paul,2011,6.9,279015
Perfect Sense,2011,7,66711
Pirates of the Caribbean: On Stranger Tides,2011,6.6,600684
Priest,2011,5.7,128840
Puncture,2011,6.8,25520
Puss in Boots,2011,6.6,208352
Ra.One,2011,5,51237
Rampart,2011,5.8,26003
Rango,2011,7.3,314705
Real Steel,2011,7.1,377157
Red Riding Hood,2011,5.4,118966
Red State,2011,6.1,69794
Rio,2011,6.9,269008
Rise of the Planet of the Apes,2011,7.6,601503
Rockstar,2011,7.8,54318
Salmon Fishing in the Yemen,2011,6.8,68761
Samsara,2011,8.4,39665
Sanctum,2011,5.9,58502
Scream 4,2011,6.2,186266
Season of the Witch,2011,5.4,102167
Seeking Justice,2011,6.1,49165
Shame,2011,7.2,215667
Shark Night,2011,4.1,28171
Sherlock Holmes: A Game of Shadows,2011,7.4,499053
Silenced,2011,8,26627
Silent House,2011,5.2,25554
Sleep Tight,2011,7.2,49469
Sleeping Beauty,2011,5.3,36183
Something Borrowed,2011,5.8,67161
Soul Surfer,2011,7,55315
Source Code,2011,7.5,577500
Spy Kids 4: All the Time in the World,2011,3.6,30319
Straw Dogs,2011,5.8,37505
Sucker Punch,2011,6.1,259984
Super 8,2011,7,378698
Take Me Home Tonight,2011,6.3,57393
Take Shelter,2011,7.3,114745
Take This Waltz,2011,6.5,31198
The Adjustment Bureau,2011,7,280566
The Adventures of Tintin,2011,7.3,253000
The Art of Getting By,2011,6.5,62107
The Artist,2011,7.8,254400
The Awakening,2011,6.5,71627
The Beaver,2011,6.6,52035
The Best Exotic Marigold Hotel,2011,7.2,103313
The Big Year,2011,6.2,50441
The Cabin in the Woods,2011,7,485257
The Change-Up,2011,6.3,203536
The Darkest Hour,2011,4.9,65833
The Descendants,2011,7.3,258584
The Devil's Double,2011,7,65203
The Dilemma,2011,5.3,58580
The Divide,2011,5.7,40180
The Double,2011,5.9,32490
The Eagle,2011,6.2,77024
The Flowers of War,2011,7.5,57993
The Girl with the Dragon Tattoo,2011,7.8,523950
The Green Hornet,2011,5.8,168396
The Grey,2011,6.7,272729
The Guard,2011,7.3,100687
The Hangover Part II,2011,6.5,570811
The Help,2011,8.1,523882
The Hidden Face,2011,7.3,48982
The Human Centipede 2 (Full Sequence),2011,3.8,47056
The Hunter,2011,6.7,42547
The Ides of March,2011,7.1,237837
The Inbetweeners,2011,6.7,90327
The Innkeepers,2011,5.5,39154
The Intouchables,2011,8.5,1012212
The Iron Lady,2011,6.4,116418
The Kid with a Bike,2011,7.4,29393
The Lincoln Lawyer,2011,7.3,267716
The Mechanic,2011,6.5,181493
The Muppets,2011,7.1,100234
The Raid: Redemption,2011,7.6,228229
The Resident,2011,5.3,30496
The Rite,2011,6,105657
The Roommate,2011,4.8,43423
The Rum Diary,2011,6.1,109857
The Sitter,2011,5.6,74531
The Skin I Live In,2011,7.6,178473
The Smurfs,2011,5.4,103297
The Thing,2011,6.2,153449
The Three Musketeers,2011,5.7,115197
The Tree of Life,2011,6.8,191186
The Tunnel,2011,5.8,25412
The Twilight Saga: Breaking Dawn - Part 1,2011,5,270202
The Woman,2011,6,27360
This Must Be the Place,2011,6.7,38395
Thor,2011,7,955180
Tinker Tailor Soldier Spy,2011,7,224497
Tower Heist,2011,6.2,156517
Transformers: Dark of the Moon,2011,6.2,452029
Trespass,2011,5.3,47241
Tyrannosaur,2011,7.5,35101
Unknown,2011,6.8,275592
War Horse,2011,7.2,171862
Warrior,2011,8.1,524360
Water for Elephants,2011,6.9,123577
We Bought a Zoo,2011,7,159133
We Need to Talk About Kevin,2011,7.4,179208
Weekend,2011,7.6,34313
What's Your Number?,2011,6.1,91311
Win Win,2011,7.1,56172
Winnie the Pooh,2011,7.1,30445
X-Men: First Class,2011,7.7,758538
You're Next,2011,6.6,118019
Young Adult,2011,6.3,89736
Your Highness,2011,5.5,107228
Your Sister's Sister,2011,6.7,29047
Zindagi Na Milegi Dobara,2011,8.2,94474
Zookeeper,2011,5.2,69020
[REC] 3: Genesis,2012,5,40832
21 Jump Street,2012,7.2,638112
A Royal Affair,2012,7.5,53643
A Thousand Words,2012,5.9,47089
Abraham Lincoln: Vampire Hunter,2012,5.9,167324
Act of Valor,2012,6.4,73682
Agneepath,2012,6.9,28526
Alex Cross,2012,5.2,36634
American Mary,2012,6.2,30562
American Reunion,2012,6.7,232359
Amour,2012,7.9,109879
Anna Karenina,2012,6.6,111545
Arbitrage,2012,6.6,57274
Argo,2012,7.7,661398
ATM,2012,4.7,26604
Bachelorette,2012,5.3,50155
Barfi!,2012,8.1,92764
Battleship,2012,5.8,267616
Beasts of the Southern Wild,2012,7.2,86549
Brave,2012,7.1,473752
Bullet to the Head,2012,5.7,54085
Byzantium,2012,6.5,48278
Celeste & Jesse Forever,2012,6.6,34988
Chasing Mavericks,2012,7.1,35919
Chernobyl Diaries,2012,5.1,70314
Chinese Zodiac,2012,6,25974
Chronicle,2012,7,275378
Cloud Atlas,2012,7.3,384903
Compliance,2012,6.4,40273
Conquest 1453,2012,6.4,59806
Contraband,2012,6.4,128789
Cosmopolis,2012,5.1,51901
Dark Shadows,2012,6.2,292589
Deadfall,2012,6.2,42183
Diary of a Wimpy Kid: Dog Days,2012,6.3,33458
Disconnect,2012,7.5,79865
Django Unchained,2012,8.5,1854586
Dredd,2012,7.1,309890
Eega,2012,7.7,29977
Ek Tha Tiger,2012,5.7,42199
End of Watch,2012,7.6,288689
English Vinglish,2012,7.8,44618
Erased,2012,6,34172
Excision,2012,6.1,26492
Fire with Fire,2012,5.6,28476
Flight,2012,7.3,394258
Frances Ha,2012,7.4,101276
Frankenweenie,2012,6.9,125281
Gambit,2012,5.7,26725
Gangs of Wasseypur,2012,8.2,112553
Get the Gringo,2012,6.9,114347
Gone,2012,5.9,47924
Grave Encounters 2,2012,5.1,29816
Here Comes the Boom,2012,6.4,98605
Hit and Run,2012,6.1,38750
Hitchcock,2012,6.8,83013
Holy Motors,2012,7,50980
Hope Springs,2012,6.3,45688
Hotel Transylvania,2012,7,308826
House at the End of the Street,2012,5.5,84181
Ice Age: Continental Drift,2012,6.5,240832
In the House,2012,7.3,35744
Iron Sky,2012,5.9,98439
Jab Tak Hai Jaan,2012,6.7,62282
Jack Reacher,2012,7,387729
John Carter,2012,6.6,297275
John Dies at the End,2012,6.3,41605
Journey 2: The Mysterious Island,2012,5.7,119668
Kahaani,2012,8.1,69441
Killing Them Softly,2012,6.2,159311
Kon-Tiki,2012,7.1,54149
Lawless,2012,7.2,261366
Les Misérables,2012,7.5,359728
Liberal Arts,2012,6.7,41844
Life of Pi,2012,7.9,694995
Lincoln,2012,7.3,282906
Lockout,2012,6,103064
LOL,2012,4.4,59697
Looper,2012,7.4,624915
Madagascar 3: Europe's Most Wanted,2012,6.8,214184
Magic Mike,2012,6.1,151794
Man on a Ledge,2012,6.6,161760
Maniac,2012,6.1,42436
Men in Black³,2012,6.8,408290
Mirror Mirror,2012,5.6,94639
Moonrise Kingdom,2012,7.8,380342
Mud,2012,7.4,198183
No,2012,7.4,27018
No One Lives,2012,6,26642
Now Is Good,2012,7,35578
OMG: Oh My God!,2012,8.1,70445
On the Road,2012,6,44559
One for the Money,2012,5.3,45146
Paan Singh Tomar,2012,8.2,39772
Paranormal Activity 4,2012,4.7,73378
ParaNorman,2012,7,116591
Parental Guidance,2012,6,27481
Passion,2012,5.3,25214
People Like Us,2012,7,44918
Piranha 3DD,2012,3.8,47596
Pitch Perfect,2012,7.1,347460
Playing for Keeps,2012,5.7,32158
Premium Rush,2012,6.5,121922
Project X,2012,6.7,253838
Prometheus,2012,7,690864
Promised Land,2012,6.6,40771
Red Dawn,2012,5.3,83352
Red Lights,2012,6.2,70258
Red Tails,2012,5.9,38399
Resident Evil: Retribution,2012,5.3,157268
Rise of the Guardians,2012,7.2,207274
Robot & Frank,2012,7,67041
Rock of Ages,2012,5.9,84177
Rowdy Rathore,2012,5.8,26630
Ruby Sparks,2012,7.2,108513
Rurouni Kenshin Part I: Origins,2012,7.4,30938
Rust and Bone,2012,7.4,72714
Safe,2012,6.5,123789
Safe House,2012,6.7,247946
Safety Not Guaranteed,2012,6.9,134481
Savages,2012,6.4,138102
Searching for Sugar Man,2012,8.2,75802
Seeking a Friend for the End of the World,2012,6.7,122752
Seven Psychopaths,2012,7.1,285825
Sightseers,2012,6.5,31403
Silent Hill: Revelation,2012,4.9,70029
Silver Linings Playbook,2012,7.7,768992
Sinister,2012,6.8,311884
Skyfall,2012,7.8,765254
Snow White and the Huntsman,2012,6.1,313279
Spring Breakers,2012,5.3,153588
Stand Up Guys,2012,6.4,59379
Step Up: Revolution,2012,6.4,59699
Stolen,2012,5.5,47471
Stuck in Love.,2012,7.2,95070
Taken 2,2012,6.2,335025
Talaash: The Answer Lies Within,2012,7.3,48246
Ted,2012,6.9,701552
Thanks for Sharing,2012,6.4,30285
That's My Boy,2012,5.6,119851
The Act of Killing,2012,8.2,43705
The Amazing Spider-Man,2012,6.9,753896
The Angels' Share,2012,7,28064
The Avengers,2012,8,1541242
The Bay,2012,5.7,32311
The Body,2012,7.6,78171
The Bourne Legacy,2012,6.6,326272
The Broken Circle Breakdown,2012,7.7,44985
The Campaign,2012,6.1,140832
The Cold Light of Day,2012,4.9,41101
The Collection,2012,6.1,57331
The Company You Keep,2012,6.4,37230
The Dark Knight Rises,2012,8.4,1968340
The Devil Inside,2012,4.2,38380
The Dictator,2012,6.5,361618
The Expendables 2,2012,6.6,332712
The First Time,2012,6.8,75353
The Five-Year Engagement,2012,6.2,104822
The Guilt Trip,2012,5.8,41502
The Hobbit: An Unexpected Journey,2012,7.8,919408
The Hunger Games,2012,7.2,1069345
The Hunt,2012,8.3,402794
The Iceman,2012,6.8,83158
The Impossible,2012,7.5,260761
The Imposter,2012,7.4,52472
The Lorax,2012,6.4,141794
The Lords of Salem,2012,5.2,34064
The Lucky One,2012,6.4,117732
The Man with the Iron Fists,2012,5.4,65346
The Master,2012,7.1,198746
The Mountain,2012,7.5,25628
The Odd Life of Timothy Green,2012,6.6,50034
The Pact,2012,5.7,26279
The Paperboy,2012,5.7,41578
The Perks of Being a Wallflower,2012,7.9,586608
The Pirates! Band of Misfits,2012,6.7,53864
The Place Beyond the Pines,2012,7.3,305944
The Possession,2012,5.9,65565
The Raven,2012,6.4,90064
The Sessions,2012,7.2,44888
The Tall Man,2012,5.9,44743
The Three Stooges,2012,5.2,34463
The Twilight Saga: Breaking Dawn - Part 2,2012,5.6,279191
The Vow,2012,6.8,212320
The Watch,2012,5.7,137018
The Woman in Black,2012,6.4,198817
The Words,2012,7,84159
Think Like a Man,2012,6.5,52441
This Is 40,2012,6.2,158676
This Means War,2012,6.3,199802
Thuppakki,2012,8.1,40901
To Rome with Love,2012,6.3,92956
To the Wonder,2012,5.8,30764
Total Recall,2012,6.2,275206
Trouble with the Curve,2012,6.8,71639
Underworld: Awakening,2012,6.3,166592
Upside Down,2012,6.3,75565
V/H/S,2012,5.8,74830
Vicky Donor,2012,7.7,47714
Wanderlust,2012,5.6,82616
What Maisie Knew,2012,7.4,29276
What to Expect When You're Expecting,2012,5.7,77747
Wolf Children,2012,8.1,53930
Would You Rather,2012,5.7,49274
Wrath of the Titans,2012,5.7,202267
Wreck-It Ralph,2012,7.7,491965
Zero Dark Thirty,2012,7.4,337978
12 Years a Slave,2013,8.1,779403
2 Guns,2013,6.7,235892
21 & Over,2013,5.8,79394
42,2013,7.5,107740
47 Ronin,2013,6.2,178490
A Good Day to Die Hard,2013,5.2,222095
A Haunted House,2013,5.1,53938
Aashiqui 2,2013,7.1,37710
About Time,2013,7.8,426549
Admission,2013,5.7,37036
Adore,2013,6.2,38493
Afflicted,2013,6.2,27347
After Earth,2013,4.8,215663
Alan Partridge,2013,6.9,33948
All Is Lost,2013,6.9,87194
American Hustle,2013,7.2,515887
Anchorman 2: The Legend Continues,2013,6.3,200531
Anna,2013,6.4,26531
August: Osage County,2013,7.2,98931
Austenland,2013,6.3,25201
Bad Words,2013,6.6,57761
Beautiful Creatures,2013,6.1,93027
Before Midnight,2013,7.9,183667
Begin Again,2013,7.4,175164
Behind the Candelabra,2013,7,47017
Belle,2013,7.3,34637
Bhaag Milkha Bhaag,2013,8.2,77934
Blackfish,2013,8.1,75992
Blue Is the Warmest Colour,2013,7.6,171920
Blue Jasmine,2013,7.3,218954
Blue Ruin,2013,7.1,85503
Broken City,2013,6.1,85653
Captain Phillips,2013,7.8,515656
Carrie,2013,5.8,154750
Celal and Ceren,2013,3.3,44654
Charlie Countryman,2013,6.3,30663
Chennai Express,2013,6.2,71253
Cloudy with a Chance of Meatballs 2,2013,6.3,123894
Coherence,2013,7.2,168629
Curse of Chucky,2013,5.6,47182
Dallas Buyers Club,2013,7.9,543853
Dark Skies,2013,6.3,84185
Dead Man Down,2013,6.4,71669
Delivery Man,2013,6.3,85422
Department Q: The Keeper of Lost Causes,2013,7.2,35871
Despicable Me 2,2013,7.3,454390
Devil's Knot,2013,6.1,25400
Devil's Pass,2013,5.7,30148
Dhoom 3,2013,5.4,52962
Dom Hemingway,2013,6.1,28136
Don Jon,2013,6.5,253994
Dragon Ball Z: Battle of Gods,2013,7.1,31679
Drinking Buddies,2013,6.1,62315
Drishyam,2013,8.4,47313
Dügün Dernek,2013,6.9,25136
Elysium,2013,6.6,488329
Ender's Game,2013,6.6,263374
Enemy,2013,6.9,235235
Enough Said,2013,7,69487
Epic,2013,6.6,113725
Escape from Planet Earth,2013,5.8,27861
Escape Plan,2013,6.7,269048
Europa Report,2013,6.4,78687
Evil Dead,2013,6.5,210499
Fading Gigolo,2013,6.2,26177
Fast & Furious 6,2013,7,436352
Filth,2013,7,121344
Free Birds,2013,5.8,28181
Frozen,2013,7.4,705134
Fruitvale Station,2013,7.5,90649
G.I. Joe: Retaliation,2013,5.7,192218
Gangster Squad,2013,6.7,227967
Getaway,2013,4.4,25881
Gravity,2013,7.7,893707
Grown Ups 2,2013,5.4,187738
Grudge Match,2013,6.4,64635
Hansel & Gretel: Witch Hunters,2013,6.1,225407
Her,2013,8,719714
Homefront,2013,6.5,140272
Horns,2013,6.4,91317
Hours,2013,6.3,31760
How I Live Now,2013,6.4,33250
I Give It a Year,2013,5.7,40629
I Spit on Your Grave 2,2013,5.7,35831
I'm So Excited!,2013,5.6,25447
Ida,2013,7.4,62740
Identity Thief,2013,5.7,147449
In a World...,2013,6.6,33775
Inside Llewyn Davis,2013,7.4,170811
Insidious: Chapter 2,2013,6.6,200724
Instructions Not Included,2013,7.5,34162
Iron Man 3,2013,7.1,954370
Jack the Giant Slayer,2013,6.3,154196
Jackass Presents: Bad Grandpa,2013,6.5,100239
Jobs,2013,6,106719
Jodorowsky's Dune,2013,8,29164
Joe,2013,6.8,53239
Kai Po Che,2013,7.8,39806
Kick-Ass 2,2013,6.5,298684
Kill Your Darlings,2013,6.4,43066
Killing Season,2013,5.4,39963
Krrish 3,2013,5.4,28308
Labor Day,2013,6.9,55801
Last Vegas,2013,6.6,139811
"Like Father, Like Son",2013,7.8,30650
Locke,2013,7.1,167310
Lone Survivor,2013,7.5,321184
Lovelace,2013,6.2,44367
Machete Kills,2013,5.6,85179
Madras Cafe,2013,7.6,26546
Mama,2013,6.2,198562
Man of Steel,2013,7.1,859598
Man of Tai Chi,2013,6,42176
Mandela: Long Walk to Freedom,2013,7.1,29950
Miracle in Cell No. 7,2013,8.1,25830
Monsters University,2013,7.2,419392
Movie 43,2013,4.4,119317
Nebraska,2013,7.7,127892
New World,2013,7.5,28498
Now You See Me,2013,7.2,762747
Nymphomaniac: Vol. I,2013,6.9,137599
Nymphomaniac: Vol. II,2013,6.6,102752
Oblivion,2013,7,581712
Oculus,2013,6.5,148491
Odd Thomas,2013,6.8,61444
Oldboy,2013,5.8,84384
Olympus Has Fallen,2013,6.5,304696
One Direction: This Is Us,2013,4.4,25511
Only God Forgives,2013,5.7,122158
Only Lovers Left Alive,2013,7.2,114450
Open Grave,2013,6.1,32606
Out of the Furnace,2013,6.7,131119
Oz the Great and Powerful,2013,6.3,220486
Pacific Rim,2013,6.9,554541
Pain & Gain,2013,6.4,239827
Palo Alto,2013,6.1,33280
Paranoia,2013,5.6,40222
Parker,2013,6.2,135056
Percy Jackson: Sea of Monsters,2013,5.7,132955
Philomena,2013,7.6,106863
Planes,2013,5.7,51895
Prisoners,2013,8.2,913655
Queen,2013,8.1,71017
R.I.P.D.,2013,5.6,150484
Raanjhanaa,2013,7.6,37488
RED 2,2013,6.6,187560
Redemption,2013,6.2,81224
Riddick,2013,6.4,185154
Runner Runner,2013,5.6,67006
Rush,2013,8.1,552375
Safe Haven,2013,6.7,120466
Saving Mr. Banks,2013,7.5,174818
Scary Movie 5,2013,3.6,82495
Short Term 12,2013,7.9,94984
Side Effects,2013,7.1,203839
Snitch,2013,6.4,95441
Snowpiercer,2013,7.1,416358
Special 26,2013,8,61934
Star Trek Into Darkness,2013,7.7,508254
Starred Up,2013,7.3,51023
Stoker,2013,6.7,119493
Suck Me Shakespeer,2013,6.9,34155
Tangerines,2013,8.1,51347
Texas Chainsaw,2013,4.8,60003
The 100 Year-Old Man Who Climbed Out the Window and Disappeared,2013,7,44027
The Art of the Steal,2013,6.3,27075
The Best Offer,2013,7.8,135912
The Big Wedding,2013,5.6,53502
The Bling Ring,2013,5.6,95290
The Book Thief,2013,7.5,146878
The Butler,2013,7.2,123092
The Butterfly's Dream,2013,7.6,25932
The Call,2013,6.7,133813
The Colony,2013,5.3,49036
The Conjuring,2013,7.5,613752
The Counselor,2013,5.4,109278
The Croods,2013,7.1,248755
The Double,2013,6.4,55218
The East,2013,6.8,53767
The Family,2013,6.3,127265
The Fifth Estate,2013,6.2,43881
The Frozen Ground,2013,6.4,72122
The Garden of Words,2013,7.4,59262
The Grandmaster,2013,6.6,38365
The Great Beauty,2013,7.7,104975
The Great Gatsby,2013,7.2,635897
The Green Inferno,2013,5.4,54075
The Hangover Part III,2013,5.9,358465
The Heat,2013,6.6,187444
The Hobbit: The Desolation of Smaug,2013,7.8,746521
The Host,2013,5.8,121315
The Hunger Games: Catching Fire,2013,7.5,765417
The Immigrant,2013,6.6,35006
The Incredible Burt Wonderstone,2013,5.9,77840
The Internship,2013,6.3,225606
The Kings of Summer,2013,7.1,87138
The Last Days on Mars,2013,5.5,40485
The Last Stand,2013,6.3,149819
The Lone Ranger,2013,6.4,251556
The Lunchbox,2013,7.8,66685
The Machine,2013,6,32803
The Mortal Instruments: City of Bones,2013,5.8,142832
The Past,2013,7.7,52226
The Physician,2013,7.2,44360
The Purge,2013,5.8,257787
The Railway Man,2013,7.1,44267
The Secret Life of Walter Mitty,2013,7.3,366392
The Smurfs 2,2013,5.3,49931
The Spectacular Now,2013,7,167567
The Tale of The Princess Kaguya,2013,8,60717
The To Do List,2013,5.8,43883
The Way Way Back,2013,7.4,163126
The Wind Rises,2013,7.8,110887
The Wolf of Wall Street,2013,8.2,1752412
The Wolverine,2013,6.7,520061
The World's End,2013,6.9,310906
The Zero Theorem,2013,6,51464
Third Person,2013,6.3,30170
This Is the End,2013,6.6,451929
Thor: The Dark World,2013,6.7,768968
To Strike,2013,7.4,30092
Tracks,2013,7.1,32851
Trance,2013,6.9,120519
Turbo,2013,6.4,122785
Under the Skin,2013,6.3,168817
Upstream Color,2013,6.5,35959
V/H/S/2,2013,6,48216
Vishwaroopam,2013,7.9,43063
Warm Bodies,2013,6.8,253559
We're the Millers,2013,7,518743
Welcome to the Punch,2013,6.1,35537
What If,2013,6.8,84032
White House Down,2013,6.3,247249
World War Z,2013,7,774180
Yeh Jawaani Hai Deewani,2013,7.3,57037
Young & Beautiful,2013,6.7,40427
71,2014,7.2,64438
1: Nenokkadine,2014,7.9,47570
13 Sins,2014,6.3,41723
2 States,2014,6.9,28192
22 Jump Street,2014,7,434180
3 Days to Kill,2014,6.2,100873
300: Rise of an Empire,2014,6.2,327267
99 Homes,2014,7.1,41061
A Brilliant Young Mind,2014,7.1,31147
A Girl Walks Home Alone at Night,2014,6.9,40990
A Haunted House 2,2014,4.7,25547
A Little Chaos,2014,6.5,26664
A Long Way Down,2014,6.3,35541
A Million Ways to Die in the West,2014,6.1,208632
A Most Violent Year,2014,6.9,81149
A Most Wanted Man,2014,6.7,84064
A Walk Among the Tombstones,2014,6.5,131407
About Last Night,2014,6,25813
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,6.2,48640
American Sniper,2014,7.3,563403
Annabelle,2014,5.5,193339
Annie,2014,5.4,43046
"As Above, So Below",2014,6.3,128115
Automata,2014,6,61435
Backcountry,2014,6,26678
Bang Bang,2014,5.7,27792
Bangalore Days,2014,8.3,27639
Barefoot,2014,6.5,28748
Before I Go to Sleep,2014,6.3,88996
Before We Go,2014,6.8,68193
Big Eyes,2014,6.9,104037
Big Game,2014,5.4,36947
Big Hero 6,2014,7.8,545585
Birdman or (The Unexpected Virtue of Ignorance),2014,7.7,693184
Black Sea,2014,6.4,42924
Blended,2014,6.5,156076
Boyhood,2014,7.9,379882
Brick Mansions,2014,5.6,45525
Cake,2014,6.4,39966
Calvary,2014,7.4,67388
Camp X-Ray,2014,6.8,44168
Captain America: The Winter Soldier,2014,7.7,960631
Chef,2014,7.3,247786
Citizenfour,2014,8,59744
Clouds of Sils Maria,2014,6.7,32380
Clown,2014,5.7,29153
Cold in July,2014,6.7,39342
Coming Soon,2014,7.3,37048
Cooties,2014,5.7,30502
Cowspiracy: The Sustainability Secret,2014,8.1,27265
Creep,2014,6.3,81513
Dawn of the Planet of the Apes,2014,7.6,507897
Dead Snow 2: Red vs. Dead,2014,6.8,28254
Dear White People,2014,6.1,27149
Deliver Us from Evil,2014,6.2,90467
Department Q: The Absent One,2014,7.1,28547
Divergent,2014,6.6,514192
Dracula Untold,2014,6.2,221182
Draft Day,2014,6.8,72360
Dumb and Dumber To,2014,5.6,152342
Edge of Tomorrow,2014,7.9,795326
Endless Corridor,2014,8,42270
Endless Love,2014,6.2,49016
Ex Machina,2014,7.7,630932
Exodus: Gods and Kings,2014,6,185724
Force Majeure,2014,7.2,72080
Foxcatcher,2014,7,154258
Frank,2014,6.9,84305
Fury,2014,7.6,599035
Get on Up,2014,6.9,27056
God's Not Dead,2014,4.6,46629
Godzilla,2014,6.4,460900
Gone Girl,2014,8.1,1153616
Good Kill,2014,6.4,25711
Goodnight Mommy,2014,6.7,63655
Guardians of the Galaxy,2014,8,1348401
Gunday,2014,2.8,61174
Haider,2014,8,60440
Happy New Year,2014,5,43958
Heaven Is for Real,2014,5.9,29945
Hector and the Search for Happiness,2014,6.9,52408
Hercules,2014,6,170668
Highway,2014,7.6,32427
Holiday,2014,7.2,31763
Honeymoon,2014,5.7,28405
Horrible Bosses 2,2014,6.3,192191
Housebound,2014,6.7,39654
How to Train Your Dragon 2,2014,7.8,395985
I Origins,2014,7.3,139883
"I, Frankenstein",2014,5.1,85917
If I Stay,2014,6.7,130971
In Order of Disappearance,2014,7.1,30688
In Your Eyes,2014,6.9,32839
Inherent Vice,2014,6.6,118308
Interstellar,2014,8.7,2461685
Into the Storm,2014,5.8,73883
Into the Woods,2014,5.9,152911
It Follows,2014,6.8,295322
Jack Ryan: Shadow Recruit,2014,6.2,142371
Jersey Boys,2014,6.8,38247
Jessabelle,2014,5.4,27051
John Wick,2014,7.5,813494
Kaththi,2014,8.1,32609
Kick,2014,5.9,76582
Kill the Messenger,2014,6.9,49997
Kingsman: The Secret Service,2014,7.7,769115
Laggies,2014,6.4,47101
Last Shift,2014,5.8,27106
Left Behind,2014,3.1,44194
Let's Be Cops,2014,6.4,143691
